distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,2.2,6.3,2.864
Beta,CDF,128,VECTORIZED,4.2,12.8,3.048
Beta,CDF,256,VECTORIZED,8.3,26.5,3.193
Beta,CDF,512,VECTORIZED,15.9,50.8,3.195
Beta,CDF,1024,VECTORIZED,32.5,104.2,3.206
Beta,CDF,2048,VECTORIZED,62.5,205.2,3.283
Beta,CDF,4096,VECTORIZED,125.4,413.5,3.297
Beta,CDF,6144,PARALLEL,192.9,652.1,3.381
Beta,CDF,8192,PARALLEL,104.0,855.2,8.223
Beta,CDF,10000,PARALLEL,152.6,1029.7,6.748
Beta,CDF,25000,PARALLEL,210.2,2622.4,12.476
Beta,CDF,50000,PARALLEL,410.4,5214.6,12.706
Beta,CDF,75000,PARALLEL,647.3,7836.6,12.107
Beta,CDF,100000,PARALLEL,757.5,10604.6,13.999
Beta,CDF,150000,PARALLEL,1171.4,15915.6,13.587
Beta,CDF,200000,PARALLEL,1511.2,21384.0,14.15
Beta,CDF,250000,PARALLEL,1886.3,26977.8,14.302
Beta,CDF,300000,PARALLEL,2479.4,32749.6,13.209
Beta,CDF,400000,PARALLEL,3700.4,43062.1,11.637
Beta,CDF,500000,PARALLEL,4076.0,54578.8,13.39
Beta,LogPDF,64,VECTORIZED,0.4,0.7,1.75
Beta,LogPDF,128,VECTORIZED,0.6,1.4,2.333
Beta,LogPDF,256,PARALLEL,0.9,2.9,3.222
Beta,LogPDF,512,VECTORIZED,1.8,5.5,3.056
Beta,LogPDF,1024,VECTORIZED,3.5,11.0,3.143
Beta,LogPDF,2048,VECTORIZED,7.0,21.8,3.114
Beta,LogPDF,4096,WORK_STEALING,14.1,43.7,3.099
Beta,LogPDF,6144,VECTORIZED,20.7,66.0,3.188
Beta,LogPDF,8192,VECTORIZED,28.5,87.4,3.067
Beta,LogPDF,10000,WORK_STEALING,35.3,107.4,3.042
Beta,LogPDF,25000,PARALLEL,86.7,303.2,3.497
Beta,LogPDF,50000,PARALLEL,190.2,637.4,3.351
Beta,LogPDF,75000,WORK_STEALING,352.5,957.4,2.716
Beta,LogPDF,100000,WORK_STEALING,483.8,1300.7,2.689
Beta,LogPDF,150000,WORK_STEALING,737.9,1938.4,2.627
Beta,LogPDF,200000,PARALLEL,1081.1,2547.1,2.356
Beta,LogPDF,250000,WORK_STEALING,1309.7,3190.3,2.436
Beta,LogPDF,300000,PARALLEL,1490.6,3818.2,2.562
Beta,LogPDF,400000,PARALLEL,2031.4,5184.9,2.552
Beta,LogPDF,500000,PARALLEL,2856.8,7182.3,2.514
Beta,PDF,64,VECTORIZED,0.5,1.6,3.2
Beta,PDF,128,VECTORIZED,0.7,2.1,3.0
