distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.25,0.5,2.0
Beta,CDF,16,VECTORIZED,0.5,1.0,2.0
Beta,CDF,32,VECTORIZED,0.875,1.958,2.238
Beta,CDF,64,VECTORIZED,1.5,3.5,2.333
Beta,CDF,128,VECTORIZED,3.458,7.709,2.229
Beta,CDF,256,WORK_STEALING,7.042,16.25,2.308
Beta,CDF,512,PARALLEL,13.208,30.375,2.3
Beta,CDF,1000,VECTORIZED,26.875,59.916,2.229
Beta,CDF,2000,WORK_STEALING,37.334,123.25,3.301
Beta,CDF,5000,WORK_STEALING,87.125,307.583,3.53
Beta,CDF,10000,WORK_STEALING,110.167,612.25,5.557
Beta,CDF,20000,WORK_STEALING,212.417,1222.25,5.754
Beta,CDF,50000,WORK_STEALING,412.166,3073.125,7.456
Beta,CDF,100000,PARALLEL,708.625,6135.75,8.659
Beta,CDF,250000,PARALLEL,1697.958,15332.625,9.03
Beta,CDF,500000,PARALLEL,3339.25,30700.834,9.194
Beta,LogPDF,8,SCALAR,0.167,0.167,1.0
Beta,LogPDF,16,VECTORIZED,0.25,0.334,1.336
Beta,LogPDF,32,VECTORIZED,0.375,0.708,1.888
Beta,LogPDF,64,VECTORIZED,0.708,1.417,2.001
Beta,LogPDF,128,VECTORIZED,1.042,2.958,2.839
Beta,LogPDF,256,PARALLEL,1.916,5.959,3.11
Beta,LogPDF,512,WORK_STEALING,4.208,12.042,2.862
Beta,LogPDF,1000,WORK_STEALING,8.208,23.333,2.843
Beta,LogPDF,2000,VECTORIZED,16.042,46.625,2.906
Beta,LogPDF,5000,WORK_STEALING,43.417,117.791,2.713
Beta,LogPDF,10000,VECTORIZED,89.25,234.291,2.625
Beta,LogPDF,20000,VECTORIZED,185.084,470.417,2.542
Beta,LogPDF,50000,VECTORIZED,459.75,1171.792,2.549
Beta,LogPDF,100000,VECTORIZED,917.584,2354.208,2.566
Beta,LogPDF,250000,WORK_STEALING,2325.125,5895.25,2.535
Beta,LogPDF,500000,PARALLEL,4659.75,11766.25,2.525
Beta,PDF,8,SCALAR,0.208,0.208,1.0
Beta,PDF,16,VECTORIZED,0.291,0.417,1.433
Beta,PDF,32,VECTORIZED,0.417,0.75,1.799
Beta,PDF,64,VECTORIZED,0.792,1.666,2.104
Beta,PDF,128,VECTORIZED,1.208,3.5,2.897
Beta,PDF,256,VECTORIZED,2.25,7.333,3.259
Beta,PDF,512,WORK_STEALING,4.916,14.708,2.992
Beta,PDF,1000,PARALLEL,9.417,29.5,3.133
Beta,PDF,2000,VECTORIZED,18.667,61.75,3.308
Beta,PDF,5000,WORK_STEALING,51.292,153.458,2.992
Beta,PDF,10000,VECTORIZED,107.125,308.542,2.88
Beta,PDF,20000,VECTORIZED,220.583,617.459,2.799
Beta,PDF,50000,VECTORIZED,551.5,1546.5,2.804
Beta,PDF,100000,VECTORIZED,1102.416,3096.458,2.809
Beta,PDF,250000,WORK_STEALING,2798.208,7923.375,2.832
Beta,PDF,500000,WORK_STEALING,5580.75,15512.125,2.78
Binomial,CDF,8,SCALAR,1.0,1.0,1.0
Binomial,CDF,16,VECTORIZED,2.0,2.042,1.021
Binomial,CDF,32,SCALAR,4.167,4.167,1.0
Binomial,CDF,64,PARALLEL,8.291,8.292,1.0
Binomial,CDF,128,SCALAR,16.917,16.917,1.0
Binomial,CDF,256,VECTORIZED,33.625,33.667,1.001
Binomial,CDF,512,VECTORIZED,67.333,67.334,1.0
Binomial,CDF,1000,PARALLEL,132.042,132.5,1.003
Binomial,CDF,2000,VECTORIZED,265.041,265.834,1.003
Binomial,CDF,5000,VECTORIZED,664.875,666.792,1.003
Binomial,CDF,10000,VECTORIZED,1339.625,1343.375,1.003
Binomial,CDF,20000,VECTORIZED,2670.709,2855.667,1.069
Binomial,CDF,50000,SCALAR,6611.792,6611.792,1.0
Binomial,CDF,100000,VECTORIZED,13245.292,13298.375,1.004
Binomial,CDF,250000,VECTORIZED,33103.667,33163.667,1.002
Binomial,CDF,500000,VECTORIZED,66091.084,66197.875,1.002
Binomial,LogPDF,8,VECTORIZED,0.167,0.333,1.994
Binomial,LogPDF,16,VECTORIZED,0.333,0.584,1.754
Binomial,LogPDF,32,VECTORIZED,0.667,1.209,1.813
Binomial,LogPDF,64,VECTORIZED,1.333,2.334,1.751
Binomial,LogPDF,128,VECTORIZED,2.75,4.542,1.652
Binomial,LogPDF,256,VECTORIZED,5.458,9.125,1.672
Binomial,LogPDF,512,VECTORIZED,11.042,18.292,1.657
Binomial,LogPDF,1000,VECTORIZED,21.834,36.75,1.683
Binomial,LogPDF,2000,VECTORIZED,42.834,72.25,1.687
Binomial,LogPDF,5000,VECTORIZED,110.833,201.334,1.817
Binomial,LogPDF,10000,VECTORIZED,217.167,377.333,1.738
Binomial,LogPDF,20000,VECTORIZED,442.75,730.208,1.649
Binomial,LogPDF,50000,VECTORIZED,1060.833,1804.542,1.701
Binomial,LogPDF,100000,VECTORIZED,2155.291,3616.834,1.678
Binomial,LogPDF,250000,VECTORIZED,5412.125,9134.75,1.688
Binomial,LogPDF,500000,VECTORIZED,11732.0,19209.5,1.637
Binomial,PDF,8,VECTORIZED,0.209,0.375,1.794
Binomial,PDF,16,VECTORIZED,0.417,0.75,1.799
Binomial,PDF,32,VECTORIZED,0.834,1.459,1.749
Binomial,PDF,64,VECTORIZED,1.625,2.75,1.692
Binomial,PDF,128,VECTORIZED,3.208,5.459,1.702
Binomial,PDF,256,VECTORIZED,6.334,11.125,1.756
Binomial,PDF,512,VECTORIZED,12.625,22.083,1.749
Binomial,PDF,1000,VECTORIZED,25.0,43.708,1.748
Binomial,PDF,2000,VECTORIZED,49.875,87.542,1.755
Binomial,PDF,5000,VECTORIZED,123.625,218.0,1.763
Binomial,PDF,10000,VECTORIZED,250.791,512.0,2.042
Binomial,PDF,20000,VECTORIZED,502.208,869.125,1.731
Binomial,PDF,50000,VECTORIZED,1254.167,2177.875,1.737
Binomial,PDF,100000,VECTORIZED,2496.416,4357.417,1.745
Binomial,PDF,250000,VECTORIZED,6475.541,11941.958,1.844
Binomial,PDF,500000,VECTORIZED,12476.042,21731.083,1.742
ChiSquared,CDF,8,VECTORIZED,0.208,0.334,1.606
ChiSquared,CDF,16,PARALLEL,0.375,0.75,2.0
ChiSquared,CDF,32,WORK_STEALING,0.708,1.459,2.061
ChiSquared,CDF,64,VECTORIZED,1.542,3.25,2.108
ChiSquared,CDF,128,VECTORIZED,3.375,6.75,2.0
ChiSquared,CDF,256,VECTORIZED,6.209,14.166,2.282
ChiSquared,CDF,512,PARALLEL,13.958,27.916,2.0
ChiSquared,CDF,1000,VECTORIZED,32.709,55.709,1.703
ChiSquared,CDF,2000,WORK_STEALING,50.875,113.166,2.224
ChiSquared,CDF,5000,WORK_STEALING,72.916,285.209,3.911
ChiSquared,CDF,10000,PARALLEL,148.917,571.334,3.837
ChiSquared,CDF,20000,PARALLEL,246.042,1143.958,4.649
ChiSquared,CDF,50000,PARALLEL,469.208,2865.5,6.107
ChiSquared,CDF,100000,WORK_STEALING,926.75,5726.208,6.179
