distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,1.625,3.709,2.282
Beta,CDF,128,VECTORIZED,3.542,8.0,2.259
Beta,CDF,256,PARALLEL,6.25,14.667,2.347
Beta,CDF,512,VECTORIZED,13.291,31.0,2.332
Beta,CDF,1024,VECTORIZED,27.459,61.833,2.252
Beta,CDF,2048,WORK_STEALING,23.875,123.375,5.168
Beta,CDF,4096,WORK_STEALING,51.916,251.875,4.852
Beta,CDF,6144,WORK_STEALING,60.542,374.958,6.193
Beta,CDF,8192,WORK_STEALING,76.083,497.167,6.535
Beta,CDF,10000,WORK_STEALING,98.875,613.541,6.205
Beta,CDF,25000,WORK_STEALING,219.875,1516.875,6.899
Beta,CDF,50000,WORK_STEALING,426.75,3041.208,7.126
Beta,CDF,75000,PARALLEL,620.333,4612.5,7.436
Beta,CDF,100000,WORK_STEALING,760.958,6144.458,8.075
Beta,CDF,150000,WORK_STEALING,1056.583,9206.666,8.714
Beta,CDF,200000,WORK_STEALING,1365.708,12289.417,8.999
Beta,CDF,250000,WORK_STEALING,1674.125,15700.708,9.378
Beta,CDF,300000,PARALLEL,2020.417,18445.417,9.13
Beta,CDF,400000,WORK_STEALING,2608.708,24542.291,9.408
Beta,CDF,500000,PARALLEL,3406.208,30739.5,9.025
Beta,CDF,750000,WORK_STEALING,5109.375,46040.708,9.011
Beta,CDF,1000000,WORK_STEALING,6486.958,61434.958,9.471
Beta,CDF,1500000,WORK_STEALING,9585.625,91948.416,9.592
Beta,CDF,2000000,PARALLEL,13128.208,122783.792,9.353
Beta,LogPDF,64,VECTORIZED,0.583,1.417,2.431
Beta,LogPDF,128,VECTORIZED,1.042,2.958,2.839
Beta,LogPDF,256,PARALLEL,2.417,6.042,2.5
Beta,LogPDF,512,PARALLEL,3.958,12.042,3.042
Beta,LogPDF,1024,WORK_STEALING,8.208,23.834,2.904
Beta,LogPDF,2048,VECTORIZED,16.833,47.791,2.839
Beta,LogPDF,4096,VECTORIZED,34.375,96.042,2.794
Beta,LogPDF,6144,PARALLEL,54.125,143.125,2.644
Beta,LogPDF,8192,PARALLEL,75.291,191.708,2.546
Beta,LogPDF,10000,VECTORIZED,89.584,233.041,2.601
Beta,LogPDF,25000,VECTORIZED,228.625,585.25,2.56
Beta,LogPDF,50000,VECTORIZED,455.917,1166.459,2.558
Beta,LogPDF,75000,VECTORIZED,686.792,1739.667,2.533
Beta,LogPDF,100000,VECTORIZED,911.916,2346.208,2.573
Beta,LogPDF,150000,VECTORIZED,1372.625,3510.0,2.557
Beta,LogPDF,200000,VECTORIZED,1839.667,4698.167,2.554
Beta,LogPDF,250000,PARALLEL,2328.333,5858.75,2.516
Beta,LogPDF,300000,WORK_STEALING,2781.209,7040.5,2.531
Beta,LogPDF,400000,WORK_STEALING,3719.584,9379.667,2.522
Beta,LogPDF,500000,WORK_STEALING,4663.5,11739.708,2.517
Beta,LogPDF,750000,WORK_STEALING,6962.584,17576.875,2.524
Beta,LogPDF,1000000,PARALLEL,9342.916,23438.041,2.509
Beta,LogPDF,1500000,PARALLEL,13937.792,35141.125,2.521
Beta,LogPDF,2000000,VECTORIZED,19902.292,46900.958,2.357
Beta,PDF,64,PARALLEL,0.667,1.625,2.436
