distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,2.4,7.1,2.958
Beta,CDF,128,VECTORIZED,4.3,13.3,3.093
Beta,CDF,256,VECTORIZED,8.0,24.8,3.1
Beta,CDF,512,VECTORIZED,16.1,50.4,3.13
Beta,CDF,1024,VECTORIZED,31.3,101.2,3.233
Beta,CDF,2048,VECTORIZED,63.5,204.7,3.224
Beta,CDF,4096,VECTORIZED,124.9,407.4,3.262
Beta,CDF,6144,WORK_STEALING,194.8,732.0,3.758
Beta,CDF,8192,WORK_STEALING,92.7,836.0,9.018
Beta,CDF,10000,WORK_STEALING,98.0,1017.4,10.382
Beta,CDF,25000,WORK_STEALING,219.0,2795.1,12.763
Beta,CDF,50000,WORK_STEALING,379.3,5263.5,13.877
Beta,CDF,75000,PARALLEL,624.5,8233.8,13.185
Beta,CDF,100000,PARALLEL,754.5,10767.6,14.271
Beta,CDF,150000,PARALLEL,1170.0,15941.9,13.626
Beta,CDF,200000,WORK_STEALING,1606.5,29059.8,18.089
Beta,CDF,250000,PARALLEL,1860.2,28476.1,15.308
Beta,CDF,300000,PARALLEL,2757.7,35203.3,12.765
Beta,CDF,400000,WORK_STEALING,2943.3,43792.2,14.879
Beta,CDF,500000,PARALLEL,3772.7,56395.9,14.948
Beta,CDF,750000,WORK_STEALING,5610.0,82530.4,14.711
Beta,CDF,1000000,PARALLEL,7374.6,113973.2,15.455
Beta,CDF,1500000,PARALLEL,12031.2,169786.5,14.112
Beta,CDF,2000000,PARALLEL,14937.0,224307.2,15.017
Beta,LogPDF,64,PARALLEL,0.4,1.3,3.25
Beta,LogPDF,128,PARALLEL,0.6,1.5,2.5
Beta,LogPDF,256,VECTORIZED,1.0,2.7,2.7
Beta,LogPDF,512,WORK_STEALING,1.8,5.4,3.0
Beta,LogPDF,1024,VECTORIZED,3.4,10.9,3.206
Beta,LogPDF,2048,VECTORIZED,6.9,21.7,3.145
Beta,LogPDF,4096,WORK_STEALING,14.0,43.5,3.107
Beta,LogPDF,6144,PARALLEL,21.5,65.2,3.033
Beta,LogPDF,8192,PARALLEL,28.1,103.9,3.698
Beta,LogPDF,10000,PARALLEL,33.9,107.3,3.165
Beta,LogPDF,25000,VECTORIZED,83.0,296.0,3.566
Beta,LogPDF,50000,VECTORIZED,204.5,631.8,3.089
Beta,LogPDF,75000,PARALLEL,337.0,962.7,2.857
Beta,LogPDF,100000,PARALLEL,475.8,1253.0,2.633
Beta,LogPDF,150000,WORK_STEALING,720.2,1868.7,2.595
Beta,LogPDF,200000,PARALLEL,1061.1,3043.1,2.868
Beta,LogPDF,250000,WORK_STEALING,1234.4,3942.0,3.193
Beta,LogPDF,300000,WORK_STEALING,1480.9,3792.2,2.561
Beta,LogPDF,400000,PARALLEL,2042.3,5008.8,2.453
Beta,LogPDF,500000,WORK_STEALING,2561.2,6445.4,2.517
Beta,LogPDF,750000,PARALLEL,4154.4,9578.2,2.306
Beta,LogPDF,1000000,PARALLEL,5891.3,13629.3,2.313
Beta,LogPDF,1500000,WORK_STEALING,8788.5,20425.3,2.324
Beta,LogPDF,2000000,PARALLEL,11854.0,28344.9,2.391
Beta,PDF,64,VECTORIZED,0.6,1.7,2.833
Beta,PDF,128,VECTORIZED,0.7,3.3,4.714
Beta,PDF,256,WORK_STEALING,1.2,6.2,5.167
Beta,PDF,512,VECTORIZED,2.3,8.0,3.478
