distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.25,0.5,2.0
Beta,CDF,16,VECTORIZED,0.5,1.0,2.0
Beta,CDF,32,VECTORIZED,0.875,1.917,2.191
Beta,CDF,64,VECTORIZED,1.5,3.5,2.333
Beta,CDF,128,VECTORIZED,3.5,7.75,2.214
Beta,CDF,256,WORK_STEALING,7.083,16.291,2.3
Beta,CDF,512,WORK_STEALING,15.292,85.75,5.608
Beta,CDF,1000,WORK_STEALING,27.375,168.042,6.139
Beta,CDF,2000,VECTORIZED,54.958,123.0,2.238
Beta,CDF,5000,PARALLEL,104.625,307.166,2.936
Beta,CDF,10000,WORK_STEALING,126.708,611.625,4.827
Beta,CDF,20000,WORK_STEALING,223.5,1212.5,5.425
Beta,CDF,50000,WORK_STEALING,486.083,3057.417,6.29
Beta,CDF,100000,WORK_STEALING,960.917,6107.542,6.356
Beta,CDF,250000,PARALLEL,2280.292,16409.75,7.196
Beta,CDF,500000,PARALLEL,4648.334,33982.917,7.311
Beta,LogPDF,8,SCALAR,0.167,0.167,1.0
Beta,LogPDF,16,VECTORIZED,0.25,0.334,1.336
Beta,LogPDF,32,VECTORIZED,0.375,0.708,1.888
Beta,LogPDF,64,VECTORIZED,0.708,1.417,2.001
Beta,LogPDF,128,PARALLEL,1.042,2.959,2.84
Beta,LogPDF,256,PARALLEL,1.958,5.916,3.021
Beta,LogPDF,512,VECTORIZED,4.292,11.917,2.777
Beta,LogPDF,1000,SCALAR,23.125,23.125,1.0
Beta,LogPDF,2000,VECTORIZED,16.167,45.792,2.832
Beta,LogPDF,5000,PARALLEL,43.917,114.542,2.608
Beta,LogPDF,10000,VECTORIZED,90.209,232.0,2.572
Beta,LogPDF,20000,PARALLEL,185.708,478.25,2.575
Beta,LogPDF,50000,VECTORIZED,459.917,1158.667,2.519
Beta,LogPDF,100000,VECTORIZED,917.334,2290.666,2.497
Beta,LogPDF,250000,WORK_STEALING,2328.833,8388.458,3.602
Beta,LogPDF,500000,PARALLEL,4656.459,11667.5,2.506
Beta,PDF,8,SCALAR,0.208,0.208,1.0
Beta,PDF,16,VECTORIZED,0.292,0.417,1.428
Beta,PDF,32,VECTORIZED,0.458,0.833,1.819
Beta,PDF,64,PARALLEL,0.792,1.667,2.105
Beta,PDF,128,VECTORIZED,1.25,3.583,2.866
Beta,PDF,256,VECTORIZED,2.25,7.416,3.296
Beta,PDF,512,VECTORIZED,4.875,14.709,3.017
Beta,PDF,1000,WORK_STEALING,9.292,29.417,3.166
Beta,PDF,2000,VECTORIZED,18.458,61.458,3.33
Beta,PDF,5000,WORK_STEALING,50.167,152.833,3.046
Beta,PDF,10000,VECTORIZED,105.875,306.291,2.893
Beta,PDF,20000,VECTORIZED,217.209,611.292,2.814
Beta,PDF,50000,WORK_STEALING,552.875,1537.125,2.78
Beta,PDF,100000,VECTORIZED,1097.084,3075.5,2.803
Beta,PDF,250000,VECTORIZED,2793.0,7720.291,2.764
Beta,PDF,500000,WORK_STEALING,5574.208,15447.875,2.771
Binomial,CDF,8,SCALAR,1.0,1.0,1.0
Binomial,CDF,16,VECTORIZED,2.0,2.042,1.021
Binomial,CDF,32,VECTORIZED,4.167,4.208,1.01
Binomial,CDF,64,SCALAR,8.292,8.292,1.0
Binomial,CDF,128,SCALAR,16.75,16.75,1.0
Binomial,CDF,256,VECTORIZED,33.291,33.292,1.0
Binomial,CDF,512,WORK_STEALING,67.166,67.25,1.001
Binomial,CDF,1000,VECTORIZED,131.667,131.709,1.0
Binomial,CDF,2000,SCALAR,264.583,264.583,1.0
Binomial,CDF,5000,SCALAR,660.083,660.083,1.0
Binomial,CDF,10000,VECTORIZED,1318.125,1324.334,1.005
Binomial,CDF,20000,VECTORIZED,2632.083,2637.167,1.002
Binomial,CDF,50000,SCALAR,6584.167,6584.167,1.0
Binomial,CDF,100000,VECTORIZED,13206.75,13231.958,1.002
Binomial,CDF,250000,VECTORIZED,33150.209,34054.125,1.027
Binomial,CDF,500000,SCALAR,75414.75,75414.75,1.0
Binomial,LogPDF,8,VECTORIZED,0.167,0.292,1.749
Binomial,LogPDF,16,VECTORIZED,0.333,0.583,1.751
Binomial,LogPDF,32,VECTORIZED,0.666,1.167,1.752
Binomial,LogPDF,64,VECTORIZED,1.291,2.333,1.807
Binomial,LogPDF,128,VECTORIZED,2.583,4.458,1.726
Binomial,LogPDF,256,VECTORIZED,5.25,8.916,1.698
Binomial,LogPDF,512,VECTORIZED,10.625,17.917,1.686
Binomial,LogPDF,1000,VECTORIZED,21.167,35.5,1.677
Binomial,LogPDF,2000,VECTORIZED,41.167,71.0,1.725
Binomial,LogPDF,5000,VECTORIZED,102.083,174.375,1.708
Binomial,LogPDF,10000,VECTORIZED,206.041,349.917,1.698
Binomial,LogPDF,20000,VECTORIZED,408.25,701.042,1.717
Binomial,LogPDF,50000,VECTORIZED,1027.166,1754.166,1.708
Binomial,LogPDF,100000,VECTORIZED,2060.958,3474.542,1.686
Binomial,LogPDF,250000,VECTORIZED,5138.459,8772.167,1.707
Binomial,LogPDF,500000,VECTORIZED,11692.166,19144.791,1.637
Binomial,PDF,8,VECTORIZED,0.209,0.375,1.794
Binomial,PDF,16,VECTORIZED,0.416,0.708,1.702
Binomial,PDF,32,VECTORIZED,0.833,1.416,1.7
Binomial,PDF,64,VECTORIZED,1.625,2.667,1.641
Binomial,PDF,128,VECTORIZED,3.208,5.208,1.623
Binomial,PDF,256,VECTORIZED,6.333,10.583,1.671
Binomial,PDF,512,VECTORIZED,12.75,21.125,1.657
Binomial,PDF,1000,VECTORIZED,25.167,41.541,1.651
Binomial,PDF,2000,VECTORIZED,50.167,83.083,1.656
Binomial,PDF,5000,VECTORIZED,123.375,206.125,1.671
Binomial,PDF,10000,VECTORIZED,247.917,412.083,1.662
Binomial,PDF,20000,VECTORIZED,497.709,824.5,1.657
Binomial,PDF,50000,VECTORIZED,1233.458,2062.5,1.672
Binomial,PDF,100000,VECTORIZED,2503.417,4126.583,1.648
Binomial,PDF,250000,VECTORIZED,6224.083,10374.917,1.667
Binomial,PDF,500000,VECTORIZED,12504.959,20687.5,1.654
ChiSquared,CDF,8,PARALLEL,0.208,0.334,1.606
ChiSquared,CDF,16,WORK_STEALING,0.375,0.75,2.0
ChiSquared,CDF,32,PARALLEL,0.708,1.541,2.177
ChiSquared,CDF,64,PARALLEL,1.5,3.208,2.139
ChiSquared,CDF,128,WORK_STEALING,3.041,6.625,2.179
ChiSquared,CDF,256,VECTORIZED,6.5,13.958,2.147
ChiSquared,CDF,512,VECTORIZED,13.625,28.167,2.067
ChiSquared,CDF,1000,VECTORIZED,31.375,56.125,1.789
ChiSquared,CDF,2000,PARALLEL,61.375,114.125,1.859
ChiSquared,CDF,5000,PARALLEL,79.375,287.959,3.628
ChiSquared,CDF,10000,PARALLEL,145.708,577.0,3.96
ChiSquared,CDF,20000,PARALLEL,271.959,1172.417,4.311
ChiSquared,CDF,50000,PARALLEL,548.042,3051.292,5.568
ChiSquared,CDF,100000,PARALLEL,1276.667,6112.792,4.788
