distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.3,0.7,2.333
Beta,CDF,16,VECTORIZED,0.6,1.7,2.833
Beta,CDF,32,VECTORIZED,1.0,4.2,4.2
Beta,CDF,64,VECTORIZED,2.0,5.9,2.95
Beta,CDF,128,VECTORIZED,4.2,12.5,2.976
Beta,CDF,256,VECTORIZED,11.3,34.3,3.035
Beta,CDF,512,VECTORIZED,16.2,71.8,4.432
Beta,CDF,1000,VECTORIZED,31.1,98.9,3.18
Beta,CDF,2000,VECTORIZED,62.9,203.2,3.231
Beta,CDF,5000,VECTORIZED,153.0,515.6,3.37
Beta,CDF,10000,WORK_STEALING,132.7,1039.7,7.835
Beta,CDF,20000,PARALLEL,188.0,2081.5,11.072
Beta,CDF,50000,PARALLEL,411.7,5513.4,13.392
Beta,CDF,100000,WORK_STEALING,786.1,11137.4,14.168
Beta,CDF,250000,PARALLEL,1891.6,27383.4,14.476
Beta,CDF,500000,PARALLEL,3889.1,55886.5,14.37
Beta,LogPDF,8,SCALAR,0.1,0.1,1.0
Beta,LogPDF,16,SCALAR,0.2,0.2,1.0
Beta,LogPDF,32,SCALAR,0.4,0.4,1.0
Beta,LogPDF,64,VECTORIZED,0.4,0.7,1.75
Beta,LogPDF,128,PARALLEL,0.6,1.4,2.333
Beta,LogPDF,256,VECTORIZED,1.0,4.7,4.7
Beta,LogPDF,512,PARALLEL,2.6,9.5,3.654
Beta,LogPDF,1000,VECTORIZED,3.4,10.6,3.118
Beta,LogPDF,2000,PARALLEL,6.7,21.8,3.254
Beta,LogPDF,5000,VECTORIZED,17.3,53.2,3.075
Beta,LogPDF,10000,VECTORIZED,34.5,105.6,3.061
Beta,LogPDF,20000,VECTORIZED,68.6,249.3,3.634
Beta,LogPDF,50000,WORK_STEALING,172.3,639.9,3.714
Beta,LogPDF,100000,PARALLEL,469.4,1245.8,2.654
Beta,LogPDF,250000,WORK_STEALING,1303.0,3148.1,2.416
Beta,LogPDF,500000,PARALLEL,2566.9,6520.2,2.54
Beta,PDF,8,WORK_STEALING,0.1,0.2,2.0
Beta,PDF,16,PARALLEL,0.2,0.3,1.5
Beta,PDF,32,PARALLEL,0.3,0.6,2.0
Beta,PDF,64,VECTORIZED,0.5,1.0,2.0
Beta,PDF,128,VECTORIZED,0.7,2.0,2.857
Beta,PDF,256,VECTORIZED,1.2,4.1,3.417
Beta,PDF,512,WORK_STEALING,3.0,12.4,4.133
Beta,PDF,1000,VECTORIZED,4.1,15.7,3.829
Beta,PDF,2000,VECTORIZED,7.9,32.3,4.089
Beta,PDF,5000,VECTORIZED,20.0,78.5,3.925
Beta,PDF,10000,VECTORIZED,40.0,158.7,3.967
Beta,PDF,20000,VECTORIZED,85.4,521.9,6.111
Beta,PDF,50000,PARALLEL,205.2,885.0,4.313
Beta,PDF,100000,PARALLEL,520.1,1742.4,3.35
Beta,PDF,250000,PARALLEL,1345.2,4510.4,3.353
Beta,PDF,500000,WORK_STEALING,2900.7,9516.8,3.281
