distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.25,0.5,2.0
Beta,CDF,16,VECTORIZED,0.5,1.041,2.082
Beta,CDF,32,VECTORIZED,0.875,1.916,2.19
Beta,CDF,64,WORK_STEALING,1.541,3.5,2.271
Beta,CDF,128,PARALLEL,3.5,7.667,2.191
Beta,CDF,256,PARALLEL,7.083,16.292,2.3
Beta,CDF,512,WORK_STEALING,13.416,30.584,2.28
Beta,CDF,1000,VECTORIZED,26.542,60.584,2.283
Beta,CDF,2000,WORK_STEALING,37.542,123.25,3.283
Beta,CDF,5000,WORK_STEALING,62.208,308.458,4.958
Beta,CDF,10000,WORK_STEALING,107.292,616.709,5.748
Beta,CDF,20000,PARALLEL,207.0,1222.167,5.904
Beta,CDF,50000,WORK_STEALING,424.5,3078.208,7.251
Beta,CDF,100000,WORK_STEALING,727.291,6150.875,8.457
Beta,CDF,250000,WORK_STEALING,1681.958,15379.584,9.144
Beta,CDF,500000,WORK_STEALING,3295.0,30782.583,9.342
Beta,LogPDF,8,SCALAR,0.167,0.167,1.0
Beta,LogPDF,16,VECTORIZED,0.25,0.333,1.332
Beta,LogPDF,32,VECTORIZED,0.375,0.708,1.888
Beta,LogPDF,64,PARALLEL,0.667,1.459,2.187
Beta,LogPDF,128,VECTORIZED,1.042,2.958,2.839
Beta,LogPDF,256,PARALLEL,1.916,5.958,3.11
Beta,LogPDF,512,VECTORIZED,4.208,12.125,2.881
Beta,LogPDF,1000,PARALLEL,8.208,23.375,2.848
Beta,LogPDF,2000,PARALLEL,16.167,46.709,2.889
Beta,LogPDF,5000,PARALLEL,43.5,117.333,2.697
Beta,LogPDF,10000,VECTORIZED,89.708,235.0,2.62
Beta,LogPDF,20000,VECTORIZED,185.0,469.208,2.536
Beta,LogPDF,50000,VECTORIZED,461.666,1176.708,2.549
Beta,LogPDF,100000,VECTORIZED,921.25,2344.459,2.545
Beta,LogPDF,250000,PARALLEL,2332.666,5895.208,2.527
Beta,LogPDF,500000,WORK_STEALING,4670.5,11796.416,2.526
Beta,PDF,8,SCALAR,0.208,0.208,1.0
Beta,PDF,16,PARALLEL,0.291,0.416,1.43
Beta,PDF,32,VECTORIZED,0.417,0.75,1.799
Beta,PDF,64,VECTORIZED,0.791,1.625,2.054
Beta,PDF,128,PARALLEL,1.208,3.542,2.932
Beta,PDF,256,PARALLEL,2.167,7.333,3.384
Beta,PDF,512,WORK_STEALING,4.792,14.875,3.104
Beta,PDF,1000,WORK_STEALING,9.417,29.25,3.106
Beta,PDF,2000,VECTORIZED,18.667,62.25,3.335
Beta,PDF,5000,WORK_STEALING,51.25,153.917,3.003
Beta,PDF,10000,WORK_STEALING,107.292,307.458,2.866
Beta,PDF,20000,VECTORIZED,220.75,624.333,2.828
Beta,PDF,50000,VECTORIZED,551.542,1552.541,2.815
Beta,PDF,100000,VECTORIZED,1103.5,3112.75,2.821
Beta,PDF,250000,WORK_STEALING,2803.0,7778.75,2.775
Beta,PDF,500000,PARALLEL,5608.417,15551.875,2.773
Binomial,CDF,8,SCALAR,1.0,1.0,1.0
Binomial,CDF,16,SCALAR,2.041,2.041,1.0
Binomial,CDF,32,SCALAR,4.167,4.167,1.0
Binomial,CDF,64,SCALAR,8.292,8.292,1.0
Binomial,CDF,128,VECTORIZED,16.916,16.959,1.003
Binomial,CDF,256,VECTORIZED,33.458,33.833,1.011
Binomial,CDF,512,PARALLEL,67.25,67.375,1.002
Binomial,CDF,1000,WORK_STEALING,131.666,132.0,1.003
Binomial,CDF,2000,VECTORIZED,265.167,265.959,1.003
Binomial,CDF,5000,VECTORIZED,661.208,663.584,1.004
Binomial,CDF,10000,VECTORIZED,1326.0,1330.458,1.003
Binomial,CDF,20000,SCALAR,2646.333,2646.333,1.0
Binomial,CDF,50000,VECTORIZED,6637.375,6647.25,1.001
Binomial,CDF,100000,SCALAR,13267.916,13267.916,1.0
Binomial,CDF,250000,SCALAR,33189.25,33189.25,1.0
Binomial,CDF,500000,SCALAR,66405.0,66405.0,1.0
Binomial,LogPDF,8,VECTORIZED,0.167,0.333,1.994
Binomial,LogPDF,16,VECTORIZED,0.292,0.583,1.997
Binomial,LogPDF,32,VECTORIZED,0.667,1.208,1.811
Binomial,LogPDF,64,VECTORIZED,1.292,2.333,1.806
Binomial,LogPDF,128,VECTORIZED,2.625,4.625,1.762
Binomial,LogPDF,256,VECTORIZED,5.375,9.166,1.705
Binomial,LogPDF,512,VECTORIZED,10.958,18.334,1.673
Binomial,LogPDF,1000,VECTORIZED,21.459,36.75,1.713
Binomial,LogPDF,2000,VECTORIZED,42.792,72.792,1.701
Binomial,LogPDF,5000,VECTORIZED,105.542,178.959,1.696
Binomial,LogPDF,10000,VECTORIZED,213.75,361.458,1.691
Binomial,LogPDF,20000,VECTORIZED,436.291,721.917,1.655
Binomial,LogPDF,50000,VECTORIZED,1087.875,1816.084,1.669
Binomial,LogPDF,100000,VECTORIZED,2180.208,3640.917,1.67
Binomial,LogPDF,250000,VECTORIZED,5396.125,9090.542,1.685
Binomial,LogPDF,500000,VECTORIZED,10743.625,18176.042,1.692
Binomial,PDF,8,VECTORIZED,0.208,0.375,1.803
Binomial,PDF,16,VECTORIZED,0.417,0.75,1.799
Binomial,PDF,32,VECTORIZED,0.834,1.458,1.748
Binomial,PDF,64,VECTORIZED,1.625,2.792,1.718
Binomial,PDF,128,VECTORIZED,3.208,5.458,1.701
Binomial,PDF,256,VECTORIZED,6.292,11.166,1.775
Binomial,PDF,512,VECTORIZED,12.75,22.667,1.778
Binomial,PDF,1000,VECTORIZED,24.875,43.75,1.759
Binomial,PDF,2000,VECTORIZED,49.834,87.458,1.755
Binomial,PDF,5000,VECTORIZED,123.375,216.875,1.758
Binomial,PDF,10000,VECTORIZED,248.25,435.791,1.755
Binomial,PDF,20000,VECTORIZED,498.875,870.833,1.746
Binomial,PDF,50000,VECTORIZED,1254.75,2174.416,1.733
Binomial,PDF,100000,VECTORIZED,2510.042,4365.666,1.739
Binomial,PDF,250000,VECTORIZED,6276.625,10935.125,1.742
Binomial,PDF,500000,VECTORIZED,12533.666,21805.0,1.74
ChiSquared,CDF,8,PARALLEL,0.208,0.334,1.606
ChiSquared,CDF,16,PARALLEL,0.375,0.667,1.779
ChiSquared,CDF,32,PARALLEL,0.708,1.458,2.059
ChiSquared,CDF,64,PARALLEL,1.417,3.167,2.235
ChiSquared,CDF,128,PARALLEL,3.125,6.667,2.133
ChiSquared,CDF,256,VECTORIZED,6.083,13.875,2.281
ChiSquared,CDF,512,WORK_STEALING,15.292,27.958,1.828
ChiSquared,CDF,1000,VECTORIZED,33.042,55.916,1.692
ChiSquared,CDF,2000,PARALLEL,60.0,113.167,1.886
ChiSquared,CDF,5000,PARALLEL,90.25,285.042,3.158
ChiSquared,CDF,10000,WORK_STEALING,122.792,572.666,4.664
ChiSquared,CDF,20000,PARALLEL,244.708,1141.959,4.667
ChiSquared,CDF,50000,WORK_STEALING,498.5,2864.833,5.747
ChiSquared,CDF,100000,WORK_STEALING,895.042,5739.583,6.413
ChiSquared,CDF,250000,WORK_STEALING,2139.541,14350.667,6.707
ChiSquared,CDF,500000,WORK_STEALING,4146.875,28677.25,6.915
ChiSquared,LogPDF,8,PARALLEL,0.042,0.167,3.976
ChiSquared,LogPDF,16,WORK_STEALING,0.083,0.333,4.012
ChiSquared,LogPDF,32,PARALLEL,0.125,0.583,4.664
