distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,3.0,8.5,2.833
Beta,CDF,128,VECTORIZED,4.2,13.1,3.119
Beta,CDF,256,VECTORIZED,8.3,26.6,3.205
Beta,CDF,512,VECTORIZED,15.8,50.8,3.215
Beta,CDF,1024,WORK_STEALING,40.6,155.7,3.835
Beta,CDF,2048,VECTORIZED,62.8,205.2,3.268
Beta,CDF,4096,WORK_STEALING,126.1,414.7,3.289
Beta,CDF,6144,VECTORIZED,190.2,630.7,3.316
Beta,CDF,8192,PARALLEL,88.4,831.5,9.406
Beta,CDF,10000,PARALLEL,123.9,1025.1,8.274
Beta,CDF,25000,PARALLEL,198.8,2569.2,12.924
Beta,CDF,50000,PARALLEL,393.8,5228.1,13.276
Beta,CDF,75000,PARALLEL,558.1,7752.7,13.891
Beta,CDF,100000,PARALLEL,773.1,10594.4,13.704
Beta,CDF,150000,PARALLEL,1213.8,15725.6,12.956
Beta,CDF,200000,PARALLEL,1494.1,21171.8,14.17
Beta,CDF,250000,PARALLEL,2195.5,26577.4,12.105
Beta,CDF,300000,PARALLEL,2218.0,32009.9,14.432
Beta,CDF,400000,PARALLEL,2944.3,42861.1,14.557
Beta,CDF,500000,PARALLEL,3735.9,53541.0,14.331
Beta,LogPDF,64,VECTORIZED,0.5,0.7,1.4
Beta,LogPDF,128,VECTORIZED,0.6,1.5,2.5
Beta,LogPDF,256,VECTORIZED,1.0,2.9,2.9
Beta,LogPDF,512,WORK_STEALING,1.8,5.7,3.167
Beta,LogPDF,1024,VECTORIZED,5.2,17.2,3.308
Beta,LogPDF,2048,VECTORIZED,7.1,25.4,3.577
Beta,LogPDF,4096,VECTORIZED,14.3,60.7,4.245
Beta,LogPDF,6144,VECTORIZED,20.6,68.4,3.32
Beta,LogPDF,8192,VECTORIZED,27.9,90.2,3.233
Beta,LogPDF,10000,VECTORIZED,33.7,110.9,3.291
Beta,LogPDF,25000,PARALLEL,88.4,309.3,3.499
Beta,LogPDF,50000,PARALLEL,173.5,640.1,3.689
Beta,LogPDF,75000,PARALLEL,333.4,959.7,2.879
Beta,LogPDF,100000,WORK_STEALING,469.1,1290.8,2.752
Beta,LogPDF,150000,PARALLEL,721.3,1959.1,2.716
Beta,LogPDF,200000,WORK_STEALING,980.2,2649.1,2.703
Beta,LogPDF,250000,PARALLEL,1234.9,3278.5,2.655
Beta,LogPDF,300000,WORK_STEALING,1531.3,4061.9,2.653
Beta,LogPDF,400000,WORK_STEALING,2125.9,5322.8,2.504
Beta,LogPDF,500000,PARALLEL,2588.4,6571.5,2.539
Beta,PDF,64,VECTORIZED,0.5,1.1,2.2
Beta,PDF,128,WORK_STEALING,0.8,3.4,4.25
Beta,PDF,256,VECTORIZED,1.2,4.3,3.583
Beta,PDF,512,VECTORIZED,2.2,8.4,3.818
Beta,PDF,1024,VECTORIZED,4.3,16.9,3.93
Beta,PDF,2048,VECTORIZED,8.8,34.9,3.966
