distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,WORK_STEALING,4.5,12.6,2.8
Beta,CDF,128,PARALLEL,5.8,25.9,4.466
Beta,CDF,256,VECTORIZED,11.9,37.3,3.134
Beta,CDF,512,PARALLEL,16.0,93.2,5.825
Beta,CDF,1024,VECTORIZED,31.0,101.0,3.258
Beta,CDF,2048,VECTORIZED,63.0,204.5,3.246
Beta,CDF,4096,WORK_STEALING,125.2,564.9,4.512
Beta,CDF,6144,VECTORIZED,188.2,625.7,3.325
Beta,CDF,8192,PARALLEL,101.1,839.4,8.303
Beta,CDF,10000,PARALLEL,115.1,1015.1,8.819
Beta,CDF,25000,PARALLEL,255.7,2582.1,10.098
Beta,CDF,50000,PARALLEL,386.8,5121.0,13.239
Beta,CDF,75000,PARALLEL,577.3,7752.2,13.428
Beta,CDF,100000,PARALLEL,782.0,10404.7,13.305
Beta,CDF,150000,PARALLEL,1161.9,16945.4,14.584
Beta,CDF,200000,PARALLEL,1499.7,20942.9,13.965
Beta,CDF,250000,PARALLEL,1874.8,25844.5,13.785
Beta,CDF,300000,PARALLEL,2238.1,31413.3,14.036
Beta,CDF,400000,PARALLEL,2959.0,42396.3,14.328
Beta,CDF,500000,PARALLEL,3694.7,53169.1,14.391
Beta,CDF,750000,PARALLEL,5531.9,79886.5,14.441
Beta,CDF,1000000,PARALLEL,7272.3,106054.7,14.583
Beta,CDF,1500000,PARALLEL,10777.6,159918.0,14.838
Beta,CDF,2000000,PARALLEL,14255.4,213311.3,14.964
Beta,LogPDF,64,VECTORIZED,0.7,1.7,2.429
Beta,LogPDF,128,VECTORIZED,0.8,1.9,2.375
Beta,LogPDF,256,VECTORIZED,1.4,3.7,2.643
Beta,LogPDF,512,VECTORIZED,3.2,5.4,1.688
Beta,LogPDF,1024,VECTORIZED,3.6,10.9,3.028
Beta,LogPDF,2048,WORK_STEALING,7.1,21.8,3.07
Beta,LogPDF,4096,VECTORIZED,14.3,43.3,3.028
Beta,LogPDF,6144,VECTORIZED,21.0,65.4,3.114
Beta,LogPDF,8192,VECTORIZED,27.7,87.1,3.144
Beta,LogPDF,10000,VECTORIZED,34.0,107.2,3.153
Beta,LogPDF,25000,VECTORIZED,83.9,297.6,3.547
Beta,LogPDF,50000,WORK_STEALING,171.3,614.9,3.59
Beta,LogPDF,75000,WORK_STEALING,355.7,1009.8,2.839
Beta,LogPDF,100000,PARALLEL,460.4,1243.1,2.7
Beta,LogPDF,150000,WORK_STEALING,721.4,1880.4,2.607
Beta,LogPDF,200000,PARALLEL,985.9,2525.9,2.562
Beta,LogPDF,250000,WORK_STEALING,1246.8,3131.7,2.512
Beta,LogPDF,300000,PARALLEL,1474.1,3778.7,2.563
Beta,LogPDF,400000,WORK_STEALING,1977.1,5081.4,2.57
Beta,LogPDF,500000,PARALLEL,2480.6,6302.3,2.541
Beta,LogPDF,750000,WORK_STEALING,3905.0,9774.4,2.503
Beta,LogPDF,1000000,WORK_STEALING,5348.0,12806.0,2.395
Beta,LogPDF,1500000,WORK_STEALING,8116.6,19498.5,2.402
Beta,LogPDF,2000000,PARALLEL,10891.4,26052.1,2.392
Beta,PDF,64,VECTORIZED,0.6,1.5,2.5
Beta,PDF,128,VECTORIZED,1.0,4.4,4.4
Beta,PDF,256,PARALLEL,1.8,5.5,3.056
Beta,PDF,512,WORK_STEALING,2.3,12.1,5.261
Beta,PDF,1024,VECTORIZED,4.4,16.2,3.682
Beta,PDF,2048,VECTORIZED,8.7,31.9,3.667
Beta,PDF,4096,VECTORIZED,17.7,63.6,3.593
Beta,PDF,6144,VECTORIZED,25.8,96.0,3.721
Beta,PDF,8192,VECTORIZED,34.6,128.4,3.711
Beta,PDF,10000,VECTORIZED,41.7,166.1,3.983
Beta,PDF,25000,VECTORIZED,104.4,416.3,3.988
Beta,PDF,50000,PARALLEL,241.2,850.6,3.527
Beta,PDF,75000,PARALLEL,383.8,1304.7,3.399
Beta,PDF,100000,WORK_STEALING,525.6,1719.5,3.271
Beta,PDF,150000,PARALLEL,803.4,2584.2,3.217
Beta,PDF,200000,WORK_STEALING,1074.0,3489.0,3.249
Beta,PDF,250000,WORK_STEALING,1345.1,4287.3,3.187
Beta,PDF,300000,WORK_STEALING,1615.6,5196.0,3.216
Beta,PDF,400000,WORK_STEALING,2160.1,6919.5,3.203
Beta,PDF,500000,PARALLEL,2716.7,8613.2,3.17
Beta,PDF,750000,PARALLEL,4263.3,13063.4,3.064
Beta,PDF,1000000,WORK_STEALING,5803.9,17597.5,3.032
Beta,PDF,1500000,WORK_STEALING,8814.5,26669.1,3.026
Beta,PDF,2000000,PARALLEL,11775.9,35476.8,3.013
Binomial,CDF,64,WORK_STEALING,27.0,27.2,1.007
Binomial,CDF,128,PARALLEL,42.8,47.5,1.11
Binomial,CDF,256,WORK_STEALING,57.5,57.6,1.002
Binomial,CDF,512,SCALAR,114.6,114.6,1.0
Binomial,CDF,1024,SCALAR,229.5,229.5,1.0
Binomial,CDF,2048,PARALLEL,586.9,612.7,1.044
Binomial,CDF,4096,PARALLEL,917.6,918.9,1.001
Binomial,CDF,6144,WORK_STEALING,1377.5,1377.6,1.0
Binomial,CDF,8192,PARALLEL,723.1,1842.6,2.548
Binomial,CDF,10000,PARALLEL,900.7,2252.3,2.501
Binomial,CDF,25000,PARALLEL,1913.5,5614.3,2.934
Binomial,CDF,50000,PARALLEL,4228.8,11376.8,2.69
Binomial,CDF,75000,PARALLEL,6217.0,17232.8,2.772
Binomial,CDF,100000,PARALLEL,8866.8,23305.7,2.628
Binomial,CDF,150000,PARALLEL,12577.4,34687.4,2.758
Binomial,CDF,200000,PARALLEL,16210.2,46323.3,2.858
