distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,1.625,3.75,2.308
Beta,CDF,128,VECTORIZED,3.5,8.042,2.298
Beta,CDF,256,VECTORIZED,6.25,14.75,2.36
Beta,CDF,512,VECTORIZED,13.417,31.042,2.314
Beta,CDF,1024,VECTORIZED,27.417,62.167,2.267
Beta,CDF,2048,WORK_STEALING,41.834,124.083,2.966
Beta,CDF,4096,WORK_STEALING,64.458,254.625,3.95
Beta,CDF,6144,WORK_STEALING,84.25,376.833,4.473
Beta,CDF,8192,WORK_STEALING,90.459,498.5,5.511
Beta,CDF,10000,WORK_STEALING,118.958,614.0,5.161
Beta,CDF,25000,PARALLEL,257.458,1524.541,5.922
Beta,CDF,50000,WORK_STEALING,428.167,3054.792,7.135
Beta,CDF,75000,WORK_STEALING,639.0,4600.958,7.2
Beta,CDF,100000,WORK_STEALING,774.125,6168.75,7.969
Beta,CDF,150000,WORK_STEALING,1152.333,9200.167,7.984
Beta,CDF,200000,PARALLEL,1387.708,12237.167,8.818
Beta,CDF,250000,WORK_STEALING,1916.875,15319.041,7.992
Beta,CDF,300000,PARALLEL,2016.875,18382.333,9.114
Beta,CDF,400000,WORK_STEALING,2978.958,24507.125,8.227
Beta,CDF,500000,PARALLEL,3261.292,30562.417,9.371
Beta,CDF,750000,WORK_STEALING,5318.583,45849.792,8.621
Beta,CDF,1000000,WORK_STEALING,7271.166,61217.833,8.419
Beta,CDF,1500000,WORK_STEALING,9580.917,91926.584,9.595
Beta,CDF,2000000,PARALLEL,13532.625,122618.458,9.061
Beta,LogPDF,64,VECTORIZED,0.583,1.459,2.503
Beta,LogPDF,128,VECTORIZED,1.042,3.0,2.879
Beta,LogPDF,256,PARALLEL,2.375,6.0,2.526
Beta,LogPDF,512,PARALLEL,4.208,11.917,2.832
Beta,LogPDF,1024,PARALLEL,8.541,23.792,2.786
Beta,LogPDF,2048,WORK_STEALING,16.542,47.875,2.894
Beta,LogPDF,4096,VECTORIZED,34.25,95.917,2.8
Beta,LogPDF,6144,WORK_STEALING,54.084,143.708,2.657
Beta,LogPDF,8192,WORK_STEALING,74.667,192.25,2.575
Beta,LogPDF,10000,VECTORIZED,89.292,234.875,2.63
Beta,LogPDF,25000,VECTORIZED,230.375,588.667,2.555
Beta,LogPDF,50000,VECTORIZED,458.75,1172.292,2.555
Beta,LogPDF,75000,VECTORIZED,685.917,1748.25,2.549
Beta,LogPDF,100000,VECTORIZED,916.333,2344.0,2.558
Beta,LogPDF,150000,VECTORIZED,1375.167,3549.916,2.581
Beta,LogPDF,200000,VECTORIZED,1839.667,4682.083,2.545
Beta,LogPDF,250000,WORK_STEALING,2313.167,5873.125,2.539
Beta,LogPDF,300000,PARALLEL,2781.375,7026.417,2.526
Beta,LogPDF,400000,PARALLEL,3705.583,9375.625,2.53
Beta,LogPDF,500000,WORK_STEALING,4643.5,11693.167,2.518
Beta,LogPDF,750000,WORK_STEALING,6927.834,17524.75,2.53
Beta,LogPDF,1000000,PARALLEL,9337.125,23324.417,2.498
Beta,LogPDF,1500000,PARALLEL,13915.125,35194.542,2.529
Beta,LogPDF,2000000,VECTORIZED,19820.25,46860.417,2.364
Beta,PDF,64,VECTORIZED,0.708,1.625,2.295
Beta,PDF,128,VECTORIZED,1.208,3.625,3.001
Beta,PDF,256,PARALLEL,2.708,7.292,2.693
Beta,PDF,512,PARALLEL,4.75,15.583,3.281
Beta,PDF,1024,PARALLEL,9.667,30.917,3.198
Beta,PDF,2048,WORK_STEALING,19.375,61.875,3.194
Beta,PDF,4096,VECTORIZED,39.792,125.5,3.154
Beta,PDF,6144,WORK_STEALING,62.542,191.125,3.056
Beta,PDF,8192,PARALLEL,86.167,250.958,2.912
Beta,PDF,10000,VECTORIZED,104.875,306.375,2.921
Beta,PDF,25000,VECTORIZED,272.75,769.791,2.822
Beta,PDF,50000,VECTORIZED,546.708,1548.458,2.832
Beta,PDF,75000,VECTORIZED,822.541,2321.75,2.823
Beta,PDF,100000,VECTORIZED,1095.667,3090.083,2.82
Beta,PDF,150000,WORK_STEALING,1694.708,4798.333,2.831
Beta,PDF,200000,VECTORIZED,2209.875,6167.209,2.791
Beta,PDF,250000,PARALLEL,2783.667,7734.542,2.779
Beta,PDF,300000,PARALLEL,3340.291,9279.917,2.778
Beta,PDF,400000,PARALLEL,4463.25,12357.625,2.769
Beta,PDF,500000,PARALLEL,5581.709,15443.666,2.767
Beta,PDF,750000,PARALLEL,8327.625,23111.625,2.775
Beta,PDF,1000000,PARALLEL,11141.542,30853.084,2.769
Beta,PDF,1500000,PARALLEL,16725.958,46453.541,2.777
Beta,PDF,2000000,VECTORIZED,23677.167,61852.5,2.612
Binomial,CDF,64,SCALAR,8.292,8.292,1.0
Binomial,CDF,128,VECTORIZED,15.959,16.625,1.042
Binomial,CDF,256,SCALAR,33.75,33.75,1.0
Binomial,CDF,512,VECTORIZED,66.792,67.209,1.006
Binomial,CDF,1024,VECTORIZED,135.167,135.542,1.003
Binomial,CDF,2048,SCALAR,269.833,269.833,1.0
Binomial,CDF,4096,SCALAR,540.542,540.542,1.0
Binomial,CDF,6144,SCALAR,809.916,809.916,1.0
Binomial,CDF,8192,VECTORIZED,1083.0,1089.833,1.006
Binomial,CDF,10000,VECTORIZED,1330.875,1334.375,1.003
Binomial,CDF,25000,SCALAR,3325.667,3325.667,1.0
Binomial,CDF,50000,SCALAR,6776.834,6776.834,1.0
Binomial,CDF,75000,SCALAR,9930.708,9930.708,1.0
Binomial,CDF,100000,VECTORIZED,13565.625,13580.708,1.001
Binomial,CDF,150000,SCALAR,20155.5,20155.5,1.0
Binomial,CDF,200000,VECTORIZED,26638.958,27109.292,1.018
Binomial,CDF,250000,VECTORIZED,33678.208,33904.667,1.007
Binomial,CDF,300000,VECTORIZED,40368.375,40519.333,1.004
Binomial,CDF,400000,VECTORIZED,53610.792,53833.291,1.004
