distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,1.708,3.792,2.22
Beta,CDF,128,VECTORIZED,3.5,7.917,2.262
Beta,CDF,256,PARALLEL,6.667,15.5,2.325
Beta,CDF,512,PARALLEL,13.459,30.875,2.294
Beta,CDF,1024,VECTORIZED,26.917,61.167,2.272
Beta,CDF,2048,WORK_STEALING,44.541,126.333,2.836
Beta,CDF,4096,WORK_STEALING,65.417,256.209,3.917
Beta,CDF,6144,WORK_STEALING,80.458,374.75,4.658
Beta,CDF,8192,WORK_STEALING,94.875,522.333,5.505
Beta,CDF,10000,WORK_STEALING,108.375,614.166,5.667
Beta,CDF,25000,PARALLEL,256.0,1529.667,5.975
Beta,CDF,50000,WORK_STEALING,438.209,3062.417,6.988
Beta,CDF,75000,WORK_STEALING,591.25,4614.5,7.805
Beta,CDF,100000,WORK_STEALING,809.167,6137.292,7.585
Beta,CDF,150000,PARALLEL,1063.167,9198.667,8.652
Beta,CDF,200000,PARALLEL,1330.959,12307.458,9.247
Beta,CDF,250000,PARALLEL,1725.875,15385.875,8.915
Beta,CDF,300000,WORK_STEALING,2000.5,18435.75,9.216
Beta,CDF,400000,PARALLEL,2685.916,24574.375,9.149
Beta,CDF,500000,WORK_STEALING,3333.875,30750.916,9.224
Beta,LogPDF,64,VECTORIZED,0.583,1.458,2.501
Beta,LogPDF,128,PARALLEL,1.042,2.958,2.839
Beta,LogPDF,256,PARALLEL,2.0,5.958,2.979
Beta,LogPDF,512,PARALLEL,4.417,11.875,2.688
Beta,LogPDF,1024,PARALLEL,8.75,24.083,2.752
Beta,LogPDF,2048,VECTORIZED,16.792,47.792,2.846
Beta,LogPDF,4096,PARALLEL,34.25,97.166,2.837
Beta,LogPDF,6144,PARALLEL,55.125,144.292,2.618
Beta,LogPDF,8192,PARALLEL,75.292,193.417,2.569
Beta,LogPDF,10000,VECTORIZED,89.708,235.375,2.624
Beta,LogPDF,25000,VECTORIZED,229.333,590.292,2.574
Beta,LogPDF,50000,VECTORIZED,458.25,1173.167,2.56
Beta,LogPDF,75000,VECTORIZED,684.916,1763.375,2.575
Beta,LogPDF,100000,VECTORIZED,926.709,2354.75,2.541
Beta,LogPDF,150000,VECTORIZED,1384.5,3553.167,2.566
Beta,LogPDF,200000,VECTORIZED,1851.625,4699.0,2.538
Beta,LogPDF,250000,WORK_STEALING,2338.875,5907.583,2.526
Beta,LogPDF,300000,WORK_STEALING,2801.791,7078.0,2.526
Beta,LogPDF,400000,WORK_STEALING,3755.333,9410.375,2.506
Beta,LogPDF,500000,WORK_STEALING,4674.209,11800.083,2.525
Beta,PDF,64,PARALLEL,0.667,1.708,2.561
Beta,PDF,128,PARALLEL,1.208,3.542,2.932
Beta,PDF,256,WORK_STEALING,2.375,7.333,3.088
Beta,PDF,512,PARALLEL,5.0,15.208,3.042
Beta,PDF,1024,WORK_STEALING,9.958,30.333,3.046
Beta,PDF,2048,VECTORIZED,19.25,62.875,3.266
Beta,PDF,4096,PARALLEL,40.458,126.25,3.121
Beta,PDF,6144,PARALLEL,65.292,188.125,2.881
Beta,PDF,8192,WORK_STEALING,89.209,250.042,2.803
Beta,PDF,10000,VECTORIZED,106.791,308.167,2.886
Beta,PDF,25000,VECTORIZED,273.125,773.959,2.834
Beta,PDF,50000,VECTORIZED,548.416,1546.666,2.82
Beta,PDF,75000,VECTORIZED,826.958,2330.833,2.819
Beta,PDF,100000,VECTORIZED,1105.625,3101.417,2.805
Beta,PDF,150000,VECTORIZED,1664.166,4659.25,2.8
Beta,PDF,200000,VECTORIZED,2215.75,6206.541,2.801
Beta,PDF,250000,VECTORIZED,2803.0,7774.083,2.773
Beta,PDF,300000,WORK_STEALING,3364.792,9300.292,2.764
Beta,PDF,400000,PARALLEL,4495.167,12401.041,2.759
Beta,PDF,500000,PARALLEL,5612.334,15522.583,2.766
Binomial,CDF,64,SCALAR,8.375,8.375,1.0
Binomial,CDF,128,VECTORIZED,16.75,16.792,1.003
Binomial,CDF,256,PARALLEL,33.459,33.542,1.002
Binomial,CDF,512,VECTORIZED,67.333,67.708,1.006
Binomial,CDF,1024,SCALAR,135.292,135.292,1.0
Binomial,CDF,2048,SCALAR,270.667,270.667,1.0
Binomial,CDF,4096,VECTORIZED,539.917,541.708,1.003
Binomial,CDF,6144,VECTORIZED,811.25,812.167,1.001
Binomial,CDF,8192,SCALAR,1081.834,1081.834,1.0
Binomial,CDF,10000,SCALAR,1323.209,1323.209,1.0
Binomial,CDF,25000,SCALAR,3309.833,3309.833,1.0
Binomial,CDF,50000,VECTORIZED,6625.292,6628.75,1.001
Binomial,CDF,75000,VECTORIZED,9933.708,9937.833,1.0
Binomial,CDF,100000,SCALAR,13240.75,13240.75,1.0
