distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,1.667,3.917,2.35
Beta,CDF,128,PARALLEL,3.5,7.958,2.274
Beta,CDF,256,WORK_STEALING,6.542,15.5,2.369
Beta,CDF,512,VECTORIZED,13.75,30.75,2.236
Beta,CDF,1024,VECTORIZED,26.958,60.959,2.261
Beta,CDF,2048,PARALLEL,55.083,127.208,2.309
Beta,CDF,4096,WORK_STEALING,62.958,256.416,4.073
Beta,CDF,6144,WORK_STEALING,76.625,377.125,4.922
Beta,CDF,8192,WORK_STEALING,98.875,524.833,5.308
Beta,CDF,10000,WORK_STEALING,97.792,611.583,6.254
Beta,CDF,25000,PARALLEL,250.041,1543.333,6.172
Beta,CDF,50000,PARALLEL,421.0,3071.375,7.295
Beta,CDF,75000,WORK_STEALING,619.042,4609.0,7.445
Beta,CDF,100000,WORK_STEALING,747.417,6119.917,8.188
Beta,CDF,150000,WORK_STEALING,1070.0,9335.875,8.725
Beta,CDF,200000,WORK_STEALING,1419.5,12260.083,8.637
Beta,CDF,250000,PARALLEL,1717.708,15560.584,9.059
Beta,CDF,300000,WORK_STEALING,2019.709,18681.5,9.25
Beta,CDF,400000,PARALLEL,2721.125,25003.083,9.189
Beta,CDF,500000,WORK_STEALING,3507.042,31110.041,8.871
Beta,LogPDF,64,VECTORIZED,0.583,1.458,2.501
Beta,LogPDF,128,VECTORIZED,1.083,2.958,2.731
Beta,LogPDF,256,PARALLEL,2.083,5.959,2.861
Beta,LogPDF,512,WORK_STEALING,4.458,12.0,2.692
Beta,LogPDF,1024,WORK_STEALING,8.834,24.125,2.731
Beta,LogPDF,2048,PARALLEL,17.083,47.792,2.798
Beta,LogPDF,4096,VECTORIZED,34.0,96.125,2.827
Beta,LogPDF,6144,WORK_STEALING,55.666,144.625,2.598
Beta,LogPDF,8192,WORK_STEALING,75.125,191.333,2.547
Beta,LogPDF,10000,VECTORIZED,89.458,233.5,2.61
Beta,LogPDF,25000,VECTORIZED,229.5,588.875,2.566
Beta,LogPDF,50000,VECTORIZED,454.375,1176.25,2.589
Beta,LogPDF,75000,VECTORIZED,686.542,1757.792,2.56
Beta,LogPDF,100000,VECTORIZED,910.292,2334.167,2.564
Beta,LogPDF,150000,VECTORIZED,1396.375,3542.0,2.537
Beta,LogPDF,200000,VECTORIZED,1866.167,4832.5,2.59
Beta,LogPDF,250000,VECTORIZED,2337.333,5902.5,2.525
Beta,LogPDF,300000,VECTORIZED,2827.292,7171.083,2.536
Beta,LogPDF,400000,WORK_STEALING,3762.625,9361.084,2.488
Beta,LogPDF,500000,PARALLEL,4710.959,11969.917,2.541
Beta,PDF,64,VECTORIZED,0.667,1.75,2.624
Beta,PDF,128,WORK_STEALING,1.208,3.5,2.897
Beta,PDF,256,PARALLEL,2.375,7.292,3.07
Beta,PDF,512,VECTORIZED,5.042,15.208,3.016
Beta,PDF,1024,PARALLEL,9.916,30.792,3.105
Beta,PDF,2048,PARALLEL,19.292,62.708,3.25
Beta,PDF,4096,VECTORIZED,40.125,127.209,3.17
Beta,PDF,6144,PARALLEL,65.75,189.0,2.875
Beta,PDF,8192,WORK_STEALING,88.583,250.417,2.827
Beta,PDF,10000,WORK_STEALING,106.542,307.375,2.885
Beta,PDF,25000,VECTORIZED,272.541,781.958,2.869
Beta,PDF,50000,VECTORIZED,550.042,1544.625,2.808
Beta,PDF,75000,VECTORIZED,823.375,2318.042,2.815
Beta,PDF,100000,VECTORIZED,1098.917,3082.75,2.805
Beta,PDF,150000,VECTORIZED,1653.458,4791.125,2.898
Beta,PDF,200000,VECTORIZED,2226.916,6296.75,2.828
Beta,PDF,250000,VECTORIZED,2801.167,7738.625,2.763
Beta,PDF,300000,VECTORIZED,3372.667,9435.25,2.798
Beta,PDF,400000,WORK_STEALING,4506.916,12664.625,2.81
Beta,PDF,500000,PARALLEL,5652.875,15466.291,2.736
Binomial,CDF,64,SCALAR,8.375,8.375,1.0
Binomial,CDF,128,PARALLEL,16.667,16.75,1.005
Binomial,CDF,256,PARALLEL,33.416,34.083,1.02
Binomial,CDF,512,WORK_STEALING,67.5,67.584,1.001
Binomial,CDF,1024,PARALLEL,134.959,135.708,1.006
Binomial,CDF,2048,SCALAR,270.958,270.958,1.0
Binomial,CDF,4096,VECTORIZED,551.667,577.125,1.046
Binomial,CDF,6144,VECTORIZED,811.709,822.209,1.013
Binomial,CDF,8192,VECTORIZED,1080.208,1082.958,1.003
Binomial,CDF,10000,SCALAR,1318.292,1318.292,1.0
Binomial,CDF,25000,VECTORIZED,3320.625,3326.5,1.002
Binomial,CDF,50000,SCALAR,6628.959,6628.959,1.0
Binomial,CDF,75000,VECTORIZED,10094.542,10323.083,1.023
Binomial,CDF,100000,VECTORIZED,13234.625,13445.459,1.016
Binomial,CDF,150000,SCALAR,20090.833,20090.833,1.0
Binomial,CDF,200000,VECTORIZED,26679.166,26997.375,1.012
Binomial,CDF,250000,VECTORIZED,33597.167,33707.416,1.003
Binomial,CDF,300000,VECTORIZED,39750.792,40362.5,1.015
Binomial,CDF,400000,SCALAR,53762.708,53762.708,1.0
Binomial,CDF,500000,SCALAR,67070.833,67070.833,1.0
Binomial,LogPDF,64,VECTORIZED,1.291,2.334,1.808
Binomial,LogPDF,128,VECTORIZED,2.667,4.709,1.766
Binomial,LogPDF,256,VECTORIZED,5.125,9.166,1.788
Binomial,LogPDF,512,VECTORIZED,10.875,18.375,1.69
Binomial,LogPDF,1024,VECTORIZED,21.666,36.875,1.702
Binomial,LogPDF,2048,VECTORIZED,52.459,73.541,1.402
Binomial,LogPDF,4096,VECTORIZED,87.208,149.333,1.712
Binomial,LogPDF,6144,VECTORIZED,132.292,221.833,1.677
